"d_date_id";"full_date";"date_name";"date_name_us";"date_name_eu";"day_of_week";"day_name_of_week";"day_of_month";"day_of_year";"weekday_weekend";"week_of_year";"month_name";"month_of_year";"is_last_day_of_month";"calendar_quarter";"calendar_year";"calendar_year_month";"calendar_year_qtr";"fiscal_month_of_year";"fiscal_quarter";"fiscal_year";"fiscal_year_month";"fiscal_year_qtr"
20111115;"2011-11-15";"2011/11/15";"11/15/2011";"15/11/2011";3;"Tuesday";15;319;"Weekday";46;"November";11;"N";4;2011;"2011-11";"2011Q4";5;2;2012;"2012-05";"2012Q2"
20111116;"2011-11-16";"2011/11/16";"11/16/2011";"16/11/2011";4;"Wednesday";16;320;"Weekday";46;"November";11;"N";4;2011;"2011-11";"2011Q4";5;2;2012;"2012-05";"2012Q2"
20111117;"2011-11-17";"2011/11/17";"11/17/2011";"17/11/2011";5;"Thursday";17;321;"Weekday";46;"November";11;"N";4;2011;"2011-11";"2011Q4";5;2;2012;"2012-05";"2012Q2"
20111118;"2011-11-18";"2011/11/18";"11/18/2011";"18/11/2011";6;"Friday";18;322;"Weekday";46;"November";11;"N";4;2011;"2011-11";"2011Q4";5;2;2012;"2012-05";"2012Q2"
20111119;"2011-11-19";"2011/11/19";"11/19/2011";"19/11/2011";7;"Saturday";19;323;"Weekend";46;"November";11;"N";4;2011;"2011-11";"2011Q4";5;2;2012;"2012-05";"2012Q2"
20111120;"2011-11-20";"2011/11/20";"11/20/2011";"20/11/2011";1;"Sunday";20;324;"Weekend";46;"November";11;"N";4;2011;"2011-11";"2011Q4";5;2;2012;"2012-05";"2012Q2"
20111121;"2011-11-21";"2011/11/21";"11/21/2011";"21/11/2011";2;"Monday";21;325;"Weekday";47;"November";11;"N";4;2011;"2011-11";"2011Q4";5;2;2012;"2012-05";"2012Q2"
20111122;"2011-11-22";"2011/11/22";"11/22/2011";"22/11/2011";3;"Tuesday";22;326;"Weekday";47;"November";11;"N";4;2011;"2011-11";"2011Q4";5;2;2012;"2012-05";"2012Q2"
20111123;"2011-11-23";"2011/11/23";"11/23/2011";"23/11/2011";4;"Wednesday";23;327;"Weekday";47;"November";11;"N";4;2011;"2011-11";"2011Q4";5;2;2012;"2012-05";"2012Q2"
20111124;"2011-11-24";"2011/11/24";"11/24/2011";"24/11/2011";5;"Thursday";24;328;"Weekday";47;"November";11;"N";4;2011;"2011-11";"2011Q4";5;2;2012;"2012-05";"2012Q2"
20111125;"2011-11-25";"2011/11/25";"11/25/2011";"25/11/2011";6;"Friday";25;329;"Weekday";47;"November";11;"N";4;2011;"2011-11";"2011Q4";5;2;2012;"2012-05";"2012Q2"
20111126;"2011-11-26";"2011/11/26";"11/26/2011";"26/11/2011";7;"Saturday";26;330;"Weekend";47;"November";11;"N";4;2011;"2011-11";"2011Q4";5;2;2012;"2012-05";"2012Q2"
20111127;"2011-11-27";"2011/11/27";"11/27/2011";"27/11/2011";1;"Sunday";27;331;"Weekend";47;"November";11;"N";4;2011;"2011-11";"2011Q4";5;2;2012;"2012-05";"2012Q2"
20111128;"2011-11-28";"2011/11/28";"11/28/2011";"28/11/2011";2;"Monday";28;332;"Weekday";48;"November";11;"N";4;2011;"2011-11";"2011Q4";5;2;2012;"2012-05";"2012Q2"
20111129;"2011-11-29";"2011/11/29";"11/29/2011";"29/11/2011";3;"Tuesday";29;333;"Weekday";48;"November";11;"N";4;2011;"2011-11";"2011Q4";5;2;2012;"2012-05";"2012Q2"
20111130;"2011-11-30";"2011/11/30";"11/30/2011";"30/11/2011";4;"Wednesday";30;334;"Weekday";48;"November";11;"Y";4;2011;"2011-11";"2011Q4";5;2;2012;"2012-05";"2012Q2"
20111201;"2011-12-01";"2011/12/01";"12/01/2011";"01/12/2011";5;"Thursday";1;335;"Weekday";48;"December";12;"N";4;2011;"2011-12";"2011Q4";6;2;2012;"2012-06";"2012Q2"
20111202;"2011-12-02";"2011/12/02";"12/02/2011";"02/12/2011";6;"Friday";2;336;"Weekday";48;"December";12;"N";4;2011;"2011-12";"2011Q4";6;2;2012;"2012-06";"2012Q2"
20111203;"2011-12-03";"2011/12/03";"12/03/2011";"03/12/2011";7;"Saturday";3;337;"Weekend";48;"December";12;"N";4;2011;"2011-12";"2011Q4";6;2;2012;"2012-06";"2012Q2"
20111204;"2011-12-04";"2011/12/04";"12/04/2011";"04/12/2011";1;"Sunday";4;338;"Weekend";48;"December";12;"N";4;2011;"2011-12";"2011Q4";6;2;2012;"2012-06";"2012Q2"
20111205;"2011-12-05";"2011/12/05";"12/05/2011";"05/12/2011";2;"Monday";5;339;"Weekday";49;"December";12;"N";4;2011;"2011-12";"2011Q4";6;2;2012;"2012-06";"2012Q2"
20111206;"2011-12-06";"2011/12/06";"12/06/2011";"06/12/2011";3;"Tuesday";6;340;"Weekday";49;"December";12;"N";4;2011;"2011-12";"2011Q4";6;2;2012;"2012-06";"2012Q2"
20111207;"2011-12-07";"2011/12/07";"12/07/2011";"07/12/2011";4;"Wednesday";7;341;"Weekday";49;"December";12;"N";4;2011;"2011-12";"2011Q4";6;2;2012;"2012-06";"2012Q2"
20111208;"2011-12-08";"2011/12/08";"12/08/2011";"08/12/2011";5;"Thursday";8;342;"Weekday";49;"December";12;"N";4;2011;"2011-12";"2011Q4";6;2;2012;"2012-06";"2012Q2"
20111209;"2011-12-09";"2011/12/09";"12/09/2011";"09/12/2011";6;"Friday";9;343;"Weekday";49;"December";12;"N";4;2011;"2011-12";"2011Q4";6;2;2012;"2012-06";"2012Q2"
20111210;"2011-12-10";"2011/12/10";"12/10/2011";"10/12/2011";7;"Saturday";10;344;"Weekend";49;"December";12;"N";4;2011;"2011-12";"2011Q4";6;2;2012;"2012-06";"2012Q2"
20111211;"2011-12-11";"2011/12/11";"12/11/2011";"11/12/2011";1;"Sunday";11;345;"Weekend";49;"December";12;"N";4;2011;"2011-12";"2011Q4";6;2;2012;"2012-06";"2012Q2"
20111212;"2011-12-12";"2011/12/12";"12/12/2011";"12/12/2011";2;"Monday";12;346;"Weekday";50;"December";12;"N";4;2011;"2011-12";"2011Q4";6;2;2012;"2012-06";"2012Q2"
20111213;"2011-12-13";"2011/12/13";"12/13/2011";"13/12/2011";3;"Tuesday";13;347;"Weekday";50;"December";12;"N";4;2011;"2011-12";"2011Q4";6;2;2012;"2012-06";"2012Q2"
20111214;"2011-12-14";"2011/12/14";"12/14/2011";"14/12/2011";4;"Wednesday";14;348;"Weekday";50;"December";12;"N";4;2011;"2011-12";"2011Q4";6;2;2012;"2012-06";"2012Q2"
20111215;"2011-12-15";"2011/12/15";"12/15/2011";"15/12/2011";5;"Thursday";15;349;"Weekday";50;"December";12;"N";4;2011;"2011-12";"2011Q4";6;2;2012;"2012-06";"2012Q2"
20111216;"2011-12-16";"2011/12/16";"12/16/2011";"16/12/2011";6;"Friday";16;350;"Weekday";50;"December";12;"N";4;2011;"2011-12";"2011Q4";6;2;2012;"2012-06";"2012Q2"
20111217;"2011-12-17";"2011/12/17";"12/17/2011";"17/12/2011";7;"Saturday";17;351;"Weekend";50;"December";12;"N";4;2011;"2011-12";"2011Q4";6;2;2012;"2012-06";"2012Q2"
20111218;"2011-12-18";"2011/12/18";"12/18/2011";"18/12/2011";1;"Sunday";18;352;"Weekend";50;"December";12;"N";4;2011;"2011-12";"2011Q4";6;2;2012;"2012-06";"2012Q2"
20111219;"2011-12-19";"2011/12/19";"12/19/2011";"19/12/2011";2;"Monday";19;353;"Weekday";51;"December";12;"N";4;2011;"2011-12";"2011Q4";6;2;2012;"2012-06";"2012Q2"
20111220;"2011-12-20";"2011/12/20";"12/20/2011";"20/12/2011";3;"Tuesday";20;354;"Weekday";51;"December";12;"N";4;2011;"2011-12";"2011Q4";6;2;2012;"2012-06";"2012Q2"
20111221;"2011-12-21";"2011/12/21";"12/21/2011";"21/12/2011";4;"Wednesday";21;355;"Weekday";51;"December";12;"N";4;2011;"2011-12";"2011Q4";6;2;2012;"2012-06";"2012Q2"
20111222;"2011-12-22";"2011/12/22";"12/22/2011";"22/12/2011";5;"Thursday";22;356;"Weekday";51;"December";12;"N";4;2011;"2011-12";"2011Q4";6;2;2012;"2012-06";"2012Q2"
20111223;"2011-12-23";"2011/12/23";"12/23/2011";"23/12/2011";6;"Friday";23;357;"Weekday";51;"December";12;"N";4;2011;"2011-12";"2011Q4";6;2;2012;"2012-06";"2012Q2"
20111224;"2011-12-24";"2011/12/24";"12/24/2011";"24/12/2011";7;"Saturday";24;358;"Weekend";51;"December";12;"N";4;2011;"2011-12";"2011Q4";6;2;2012;"2012-06";"2012Q2"
20111225;"2011-12-25";"2011/12/25";"12/25/2011";"25/12/2011";1;"Sunday";25;359;"Weekend";51;"December";12;"N";4;2011;"2011-12";"2011Q4";6;2;2012;"2012-06";"2012Q2"
20111226;"2011-12-26";"2011/12/26";"12/26/2011";"26/12/2011";2;"Monday";26;360;"Weekday";52;"December";12;"N";4;2011;"2011-12";"2011Q4";6;2;2012;"2012-06";"2012Q2"
20111227;"2011-12-27";"2011/12/27";"12/27/2011";"27/12/2011";3;"Tuesday";27;361;"Weekday";52;"December";12;"N";4;2011;"2011-12";"2011Q4";6;2;2012;"2012-06";"2012Q2"
20111228;"2011-12-28";"2011/12/28";"12/28/2011";"28/12/2011";4;"Wednesday";28;362;"Weekday";52;"December";12;"N";4;2011;"2011-12";"2011Q4";6;2;2012;"2012-06";"2012Q2"
20111229;"2011-12-29";"2011/12/29";"12/29/2011";"29/12/2011";5;"Thursday";29;363;"Weekday";52;"December";12;"N";4;2011;"2011-12";"2011Q4";6;2;2012;"2012-06";"2012Q2"
20111230;"2011-12-30";"2011/12/30";"12/30/2011";"30/12/2011";6;"Friday";30;364;"Weekday";52;"December";12;"N";4;2011;"2011-12";"2011Q4";6;2;2012;"2012-06";"2012Q2"
20111231;"2011-12-31";"2011/12/31";"12/31/2011";"31/12/2011";7;"Saturday";31;365;"Weekend";52;"December";12;"Y";4;2011;"2011-12";"2011Q4";6;2;2012;"2012-06";"2012Q2"
20120101;"2012-01-01";"2012/01/01";"01/01/2012";"01/01/2012";1;"Sunday";1;1;"Weekend";52;"January";1;"N";1;2012;"2012-01";"2012Q1";7;3;2012;"2012-07";"2012Q3"
20120102;"2012-01-02";"2012/01/02";"01/02/2012";"02/01/2012";2;"Monday";2;2;"Weekday";1;"January";1;"N";1;2012;"2012-01";"2012Q1";7;3;2012;"2012-07";"2012Q3"
20120103;"2012-01-03";"2012/01/03";"01/03/2012";"03/01/2012";3;"Tuesday";3;3;"Weekday";1;"January";1;"N";1;2012;"2012-01";"2012Q1";7;3;2012;"2012-07";"2012Q3"
20120104;"2012-01-04";"2012/01/04";"01/04/2012";"04/01/2012";4;"Wednesday";4;4;"Weekday";1;"January";1;"N";1;2012;"2012-01";"2012Q1";7;3;2012;"2012-07";"2012Q3"
20120105;"2012-01-05";"2012/01/05";"01/05/2012";"05/01/2012";5;"Thursday";5;5;"Weekday";1;"January";1;"N";1;2012;"2012-01";"2012Q1";7;3;2012;"2012-07";"2012Q3"
20120106;"2012-01-06";"2012/01/06";"01/06/2012";"06/01/2012";6;"Friday";6;6;"Weekday";1;"January";1;"N";1;2012;"2012-01";"2012Q1";7;3;2012;"2012-07";"2012Q3"
20120107;"2012-01-07";"2012/01/07";"01/07/2012";"07/01/2012";7;"Saturday";7;7;"Weekend";1;"January";1;"N";1;2012;"2012-01";"2012Q1";7;3;2012;"2012-07";"2012Q3"
20120108;"2012-01-08";"2012/01/08";"01/08/2012";"08/01/2012";1;"Sunday";8;8;"Weekend";1;"January";1;"N";1;2012;"2012-01";"2012Q1";7;3;2012;"2012-07";"2012Q3"
20120109;"2012-01-09";"2012/01/09";"01/09/2012";"09/01/2012";2;"Monday";9;9;"Weekday";2;"January";1;"N";1;2012;"2012-01";"2012Q1";7;3;2012;"2012-07";"2012Q3"
20120110;"2012-01-10";"2012/01/10";"01/10/2012";"10/01/2012";3;"Tuesday";10;10;"Weekday";2;"January";1;"N";1;2012;"2012-01";"2012Q1";7;3;2012;"2012-07";"2012Q3"
20120111;"2012-01-11";"2012/01/11";"01/11/2012";"11/01/2012";4;"Wednesday";11;11;"Weekday";2;"January";1;"N";1;2012;"2012-01";"2012Q1";7;3;2012;"2012-07";"2012Q3"
20120112;"2012-01-12";"2012/01/12";"01/12/2012";"12/01/2012";5;"Thursday";12;12;"Weekday";2;"January";1;"N";1;2012;"2012-01";"2012Q1";7;3;2012;"2012-07";"2012Q3"
20120113;"2012-01-13";"2012/01/13";"01/13/2012";"13/01/2012";6;"Friday";13;13;"Weekday";2;"January";1;"N";1;2012;"2012-01";"2012Q1";7;3;2012;"2012-07";"2012Q3"
20120114;"2012-01-14";"2012/01/14";"01/14/2012";"14/01/2012";7;"Saturday";14;14;"Weekend";2;"January";1;"N";1;2012;"2012-01";"2012Q1";7;3;2012;"2012-07";"2012Q3"
20120115;"2012-01-15";"2012/01/15";"01/15/2012";"15/01/2012";1;"Sunday";15;15;"Weekend";2;"January";1;"N";1;2012;"2012-01";"2012Q1";7;3;2012;"2012-07";"2012Q3"
20120116;"2012-01-16";"2012/01/16";"01/16/2012";"16/01/2012";2;"Monday";16;16;"Weekday";3;"January";1;"N";1;2012;"2012-01";"2012Q1";7;3;2012;"2012-07";"2012Q3"
20120117;"2012-01-17";"2012/01/17";"01/17/2012";"17/01/2012";3;"Tuesday";17;17;"Weekday";3;"January";1;"N";1;2012;"2012-01";"2012Q1";7;3;2012;"2012-07";"2012Q3"
20120118;"2012-01-18";"2012/01/18";"01/18/2012";"18/01/2012";4;"Wednesday";18;18;"Weekday";3;"January";1;"N";1;2012;"2012-01";"2012Q1";7;3;2012;"2012-07";"2012Q3"
20120119;"2012-01-19";"2012/01/19";"01/19/2012";"19/01/2012";5;"Thursday";19;19;"Weekday";3;"January";1;"N";1;2012;"2012-01";"2012Q1";7;3;2012;"2012-07";"2012Q3"
20120120;"2012-01-20";"2012/01/20";"01/20/2012";"20/01/2012";6;"Friday";20;20;"Weekday";3;"January";1;"N";1;2012;"2012-01";"2012Q1";7;3;2012;"2012-07";"2012Q3"
20120121;"2012-01-21";"2012/01/21";"01/21/2012";"21/01/2012";7;"Saturday";21;21;"Weekend";3;"January";1;"N";1;2012;"2012-01";"2012Q1";7;3;2012;"2012-07";"2012Q3"
20120122;"2012-01-22";"2012/01/22";"01/22/2012";"22/01/2012";1;"Sunday";22;22;"Weekend";3;"January";1;"N";1;2012;"2012-01";"2012Q1";7;3;2012;"2012-07";"2012Q3"
20120123;"2012-01-23";"2012/01/23";"01/23/2012";"23/01/2012";2;"Monday";23;23;"Weekday";4;"January";1;"N";1;2012;"2012-01";"2012Q1";7;3;2012;"2012-07";"2012Q3"
20120124;"2012-01-24";"2012/01/24";"01/24/2012";"24/01/2012";3;"Tuesday";24;24;"Weekday";4;"January";1;"N";1;2012;"2012-01";"2012Q1";7;3;2012;"2012-07";"2012Q3"
20120125;"2012-01-25";"2012/01/25";"01/25/2012";"25/01/2012";4;"Wednesday";25;25;"Weekday";4;"January";1;"N";1;2012;"2012-01";"2012Q1";7;3;2012;"2012-07";"2012Q3"
20120126;"2012-01-26";"2012/01/26";"01/26/2012";"26/01/2012";5;"Thursday";26;26;"Weekday";4;"January";1;"N";1;2012;"2012-01";"2012Q1";7;3;2012;"2012-07";"2012Q3"
20120127;"2012-01-27";"2012/01/27";"01/27/2012";"27/01/2012";6;"Friday";27;27;"Weekday";4;"January";1;"N";1;2012;"2012-01";"2012Q1";7;3;2012;"2012-07";"2012Q3"
20120128;"2012-01-28";"2012/01/28";"01/28/2012";"28/01/2012";7;"Saturday";28;28;"Weekend";4;"January";1;"N";1;2012;"2012-01";"2012Q1";7;3;2012;"2012-07";"2012Q3"
20120129;"2012-01-29";"2012/01/29";"01/29/2012";"29/01/2012";1;"Sunday";29;29;"Weekend";4;"January";1;"N";1;2012;"2012-01";"2012Q1";7;3;2012;"2012-07";"2012Q3"
20120130;"2012-01-30";"2012/01/30";"01/30/2012";"30/01/2012";2;"Monday";30;30;"Weekday";5;"January";1;"N";1;2012;"2012-01";"2012Q1";7;3;2012;"2012-07";"2012Q3"
20120131;"2012-01-31";"2012/01/31";"01/31/2012";"31/01/2012";3;"Tuesday";31;31;"Weekday";5;"January";1;"Y";1;2012;"2012-01";"2012Q1";7;3;2012;"2012-07";"2012Q3"
20120201;"2012-02-01";"2012/02/01";"02/01/2012";"01/02/2012";4;"Wednesday";1;32;"Weekday";5;"February";2;"N";1;2012;"2012-02";"2012Q1";8;3;2012;"2012-08";"2012Q3"
20120202;"2012-02-02";"2012/02/02";"02/02/2012";"02/02/2012";5;"Thursday";2;33;"Weekday";5;"February";2;"N";1;2012;"2012-02";"2012Q1";8;3;2012;"2012-08";"2012Q3"
20120203;"2012-02-03";"2012/02/03";"02/03/2012";"03/02/2012";6;"Friday";3;34;"Weekday";5;"February";2;"N";1;2012;"2012-02";"2012Q1";8;3;2012;"2012-08";"2012Q3"
20120204;"2012-02-04";"2012/02/04";"02/04/2012";"04/02/2012";7;"Saturday";4;35;"Weekend";5;"February";2;"N";1;2012;"2012-02";"2012Q1";8;3;2012;"2012-08";"2012Q3"
20120205;"2012-02-05";"2012/02/05";"02/05/2012";"05/02/2012";1;"Sunday";5;36;"Weekend";5;"February";2;"N";1;2012;"2012-02";"2012Q1";8;3;2012;"2012-08";"2012Q3"
20120206;"2012-02-06";"2012/02/06";"02/06/2012";"06/02/2012";2;"Monday";6;37;"Weekday";6;"February";2;"N";1;2012;"2012-02";"2012Q1";8;3;2012;"2012-08";"2012Q3"
20120207;"2012-02-07";"2012/02/07";"02/07/2012";"07/02/2012";3;"Tuesday";7;38;"Weekday";6;"February";2;"N";1;2012;"2012-02";"2012Q1";8;3;2012;"2012-08";"2012Q3"
20120208;"2012-02-08";"2012/02/08";"02/08/2012";"08/02/2012";4;"Wednesday";8;39;"Weekday";6;"February";2;"N";1;2012;"2012-02";"2012Q1";8;3;2012;"2012-08";"2012Q3"
20120209;"2012-02-09";"2012/02/09";"02/09/2012";"09/02/2012";5;"Thursday";9;40;"Weekday";6;"February";2;"N";1;2012;"2012-02";"2012Q1";8;3;2012;"2012-08";"2012Q3"
20120210;"2012-02-10";"2012/02/10";"02/10/2012";"10/02/2012";6;"Friday";10;41;"Weekday";6;"February";2;"N";1;2012;"2012-02";"2012Q1";8;3;2012;"2012-08";"2012Q3"
20120211;"2012-02-11";"2012/02/11";"02/11/2012";"11/02/2012";7;"Saturday";11;42;"Weekend";6;"February";2;"N";1;2012;"2012-02";"2012Q1";8;3;2012;"2012-08";"2012Q3"
20120212;"2012-02-12";"2012/02/12";"02/12/2012";"12/02/2012";1;"Sunday";12;43;"Weekend";6;"February";2;"N";1;2012;"2012-02";"2012Q1";8;3;2012;"2012-08";"2012Q3"
20120213;"2012-02-13";"2012/02/13";"02/13/2012";"13/02/2012";2;"Monday";13;44;"Weekday";7;"February";2;"N";1;2012;"2012-02";"2012Q1";8;3;2012;"2012-08";"2012Q3"
20120214;"2012-02-14";"2012/02/14";"02/14/2012";"14/02/2012";3;"Tuesday";14;45;"Weekday";7;"February";2;"N";1;2012;"2012-02";"2012Q1";8;3;2012;"2012-08";"2012Q3"
20120215;"2012-02-15";"2012/02/15";"02/15/2012";"15/02/2012";4;"Wednesday";15;46;"Weekday";7;"February";2;"N";1;2012;"2012-02";"2012Q1";8;3;2012;"2012-08";"2012Q3"
20120216;"2012-02-16";"2012/02/16";"02/16/2012";"16/02/2012";5;"Thursday";16;47;"Weekday";7;"February";2;"N";1;2012;"2012-02";"2012Q1";8;3;2012;"2012-08";"2012Q3"
20120217;"2012-02-17";"2012/02/17";"02/17/2012";"17/02/2012";6;"Friday";17;48;"Weekday";7;"February";2;"N";1;2012;"2012-02";"2012Q1";8;3;2012;"2012-08";"2012Q3"
20120218;"2012-02-18";"2012/02/18";"02/18/2012";"18/02/2012";7;"Saturday";18;49;"Weekend";7;"February";2;"N";1;2012;"2012-02";"2012Q1";8;3;2012;"2012-08";"2012Q3"
20120219;"2012-02-19";"2012/02/19";"02/19/2012";"19/02/2012";1;"Sunday";19;50;"Weekend";7;"February";2;"N";1;2012;"2012-02";"2012Q1";8;3;2012;"2012-08";"2012Q3"
20120220;"2012-02-20";"2012/02/20";"02/20/2012";"20/02/2012";2;"Monday";20;51;"Weekday";8;"February";2;"N";1;2012;"2012-02";"2012Q1";8;3;2012;"2012-08";"2012Q3"
20120221;"2012-02-21";"2012/02/21";"02/21/2012";"21/02/2012";3;"Tuesday";21;52;"Weekday";8;"February";2;"N";1;2012;"2012-02";"2012Q1";8;3;2012;"2012-08";"2012Q3"
20120222;"2012-02-22";"2012/02/22";"02/22/2012";"22/02/2012";4;"Wednesday";22;53;"Weekday";8;"February";2;"N";1;2012;"2012-02";"2012Q1";8;3;2012;"2012-08";"2012Q3"
20120223;"2012-02-23";"2012/02/23";"02/23/2012";"23/02/2012";5;"Thursday";23;54;"Weekday";8;"February";2;"N";1;2012;"2012-02";"2012Q1";8;3;2012;"2012-08";"2012Q3"
20120224;"2012-02-24";"2012/02/24";"02/24/2012";"24/02/2012";6;"Friday";24;55;"Weekday";8;"February";2;"N";1;2012;"2012-02";"2012Q1";8;3;2012;"2012-08";"2012Q3"
20120225;"2012-02-25";"2012/02/25";"02/25/2012";"25/02/2012";7;"Saturday";25;56;"Weekend";8;"February";2;"N";1;2012;"2012-02";"2012Q1";8;3;2012;"2012-08";"2012Q3"
20120226;"2012-02-26";"2012/02/26";"02/26/2012";"26/02/2012";1;"Sunday";26;57;"Weekend";8;"February";2;"N";1;2012;"2012-02";"2012Q1";8;3;2012;"2012-08";"2012Q3"
20120227;"2012-02-27";"2012/02/27";"02/27/2012";"27/02/2012";2;"Monday";27;58;"Weekday";9;"February";2;"N";1;2012;"2012-02";"2012Q1";8;3;2012;"2012-08";"2012Q3"
20120228;"2012-02-28";"2012/02/28";"02/28/2012";"28/02/2012";3;"Tuesday";28;59;"Weekday";9;"February";2;"N";1;2012;"2012-02";"2012Q1";8;3;2012;"2012-08";"2012Q3"
20120229;"2012-02-29";"2012/02/29";"02/29/2012";"29/02/2012";4;"Wednesday";29;60;"Weekday";9;"February";2;"Y";1;2012;"2012-02";"2012Q1";8;3;2012;"2012-08";"2012Q3"
20120301;"2012-03-01";"2012/03/01";"03/01/2012";"01/03/2012";5;"Thursday";1;61;"Weekday";9;"March";3;"N";1;2012;"2012-03";"2012Q1";9;3;2012;"2012-09";"2012Q3"
20120302;"2012-03-02";"2012/03/02";"03/02/2012";"02/03/2012";6;"Friday";2;62;"Weekday";9;"March";3;"N";1;2012;"2012-03";"2012Q1";9;3;2012;"2012-09";"2012Q3"
20120303;"2012-03-03";"2012/03/03";"03/03/2012";"03/03/2012";7;"Saturday";3;63;"Weekend";9;"March";3;"N";1;2012;"2012-03";"2012Q1";9;3;2012;"2012-09";"2012Q3"
20120304;"2012-03-04";"2012/03/04";"03/04/2012";"04/03/2012";1;"Sunday";4;64;"Weekend";9;"March";3;"N";1;2012;"2012-03";"2012Q1";9;3;2012;"2012-09";"2012Q3"
20120305;"2012-03-05";"2012/03/05";"03/05/2012";"05/03/2012";2;"Monday";5;65;"Weekday";10;"March";3;"N";1;2012;"2012-03";"2012Q1";9;3;2012;"2012-09";"2012Q3"
20120306;"2012-03-06";"2012/03/06";"03/06/2012";"06/03/2012";3;"Tuesday";6;66;"Weekday";10;"March";3;"N";1;2012;"2012-03";"2012Q1";9;3;2012;"2012-09";"2012Q3"
20120307;"2012-03-07";"2012/03/07";"03/07/2012";"07/03/2012";4;"Wednesday";7;67;"Weekday";10;"March";3;"N";1;2012;"2012-03";"2012Q1";9;3;2012;"2012-09";"2012Q3"
20120308;"2012-03-08";"2012/03/08";"03/08/2012";"08/03/2012";5;"Thursday";8;68;"Weekday";10;"March";3;"N";1;2012;"2012-03";"2012Q1";9;3;2012;"2012-09";"2012Q3"
20120309;"2012-03-09";"2012/03/09";"03/09/2012";"09/03/2012";6;"Friday";9;69;"Weekday";10;"March";3;"N";1;2012;"2012-03";"2012Q1";9;3;2012;"2012-09";"2012Q3"
20120310;"2012-03-10";"2012/03/10";"03/10/2012";"10/03/2012";7;"Saturday";10;70;"Weekend";10;"March";3;"N";1;2012;"2012-03";"2012Q1";9;3;2012;"2012-09";"2012Q3"
20120311;"2012-03-11";"2012/03/11";"03/11/2012";"11/03/2012";1;"Sunday";11;71;"Weekend";10;"March";3;"N";1;2012;"2012-03";"2012Q1";9;3;2012;"2012-09";"2012Q3"
20120312;"2012-03-12";"2012/03/12";"03/12/2012";"12/03/2012";2;"Monday";12;72;"Weekday";11;"March";3;"N";1;2012;"2012-03";"2012Q1";9;3;2012;"2012-09";"2012Q3"
20120313;"2012-03-13";"2012/03/13";"03/13/2012";"13/03/2012";3;"Tuesday";13;73;"Weekday";11;"March";3;"N";1;2012;"2012-03";"2012Q1";9;3;2012;"2012-09";"2012Q3"
20120314;"2012-03-14";"2012/03/14";"03/14/2012";"14/03/2012";4;"Wednesday";14;74;"Weekday";11;"March";3;"N";1;2012;"2012-03";"2012Q1";9;3;2012;"2012-09";"2012Q3"
20120315;"2012-03-15";"2012/03/15";"03/15/2012";"15/03/2012";5;"Thursday";15;75;"Weekday";11;"March";3;"N";1;2012;"2012-03";"2012Q1";9;3;2012;"2012-09";"2012Q3"
20120316;"2012-03-16";"2012/03/16";"03/16/2012";"16/03/2012";6;"Friday";16;76;"Weekday";11;"March";3;"N";1;2012;"2012-03";"2012Q1";9;3;2012;"2012-09";"2012Q3"
20120317;"2012-03-17";"2012/03/17";"03/17/2012";"17/03/2012";7;"Saturday";17;77;"Weekend";11;"March";3;"N";1;2012;"2012-03";"2012Q1";9;3;2012;"2012-09";"2012Q3"
20120318;"2012-03-18";"2012/03/18";"03/18/2012";"18/03/2012";1;"Sunday";18;78;"Weekend";11;"March";3;"N";1;2012;"2012-03";"2012Q1";9;3;2012;"2012-09";"2012Q3"
20120319;"2012-03-19";"2012/03/19";"03/19/2012";"19/03/2012";2;"Monday";19;79;"Weekday";12;"March";3;"N";1;2012;"2012-03";"2012Q1";9;3;2012;"2012-09";"2012Q3"
20120320;"2012-03-20";"2012/03/20";"03/20/2012";"20/03/2012";3;"Tuesday";20;80;"Weekday";12;"March";3;"N";1;2012;"2012-03";"2012Q1";9;3;2012;"2012-09";"2012Q3"
20120321;"2012-03-21";"2012/03/21";"03/21/2012";"21/03/2012";4;"Wednesday";21;81;"Weekday";12;"March";3;"N";1;2012;"2012-03";"2012Q1";9;3;2012;"2012-09";"2012Q3"
20120322;"2012-03-22";"2012/03/22";"03/22/2012";"22/03/2012";5;"Thursday";22;82;"Weekday";12;"March";3;"N";1;2012;"2012-03";"2012Q1";9;3;2012;"2012-09";"2012Q3"
20120323;"2012-03-23";"2012/03/23";"03/23/2012";"23/03/2012";6;"Friday";23;83;"Weekday";12;"March";3;"N";1;2012;"2012-03";"2012Q1";9;3;2012;"2012-09";"2012Q3"
20120324;"2012-03-24";"2012/03/24";"03/24/2012";"24/03/2012";7;"Saturday";24;84;"Weekend";12;"March";3;"N";1;2012;"2012-03";"2012Q1";9;3;2012;"2012-09";"2012Q3"
20120325;"2012-03-25";"2012/03/25";"03/25/2012";"25/03/2012";1;"Sunday";25;85;"Weekend";12;"March";3;"N";1;2012;"2012-03";"2012Q1";9;3;2012;"2012-09";"2012Q3"
20120326;"2012-03-26";"2012/03/26";"03/26/2012";"26/03/2012";2;"Monday";26;86;"Weekday";13;"March";3;"N";1;2012;"2012-03";"2012Q1";9;3;2012;"2012-09";"2012Q3"
20120327;"2012-03-27";"2012/03/27";"03/27/2012";"27/03/2012";3;"Tuesday";27;87;"Weekday";13;"March";3;"N";1;2012;"2012-03";"2012Q1";9;3;2012;"2012-09";"2012Q3"
