d_kpi_id,d_level0_id,d_level1_id,d_level2_id,Period_int,PeriodName,Grain,Period_int_lp,Denominator,Numerator,Denominator_LP,Numerator_LP,KPICode,KPIName,KPIDescription,numerator_id,denominator_id,HigherIs(1=positive),IsCum,Calculation,Notation,d_f_level0_id,LevelName,NameShort,Description,Entitytype,Color,Color2,Color3,Color4,Color5,Extra1,Extra2,Extra3,d_f_level1_id,Level1Name,Level1NameShort,Level1Description,Level1Entitytype,Level1Color,Level1Color2,Level1Color3,Level1Color4,Level1Color5,Level1Extra1,Level1Extra2,Level1Extra3,d_f_level2_id,Level2Name,Level2NameShort,Level2Description,Level2Entitytype,Level2Color,Level2Color2,Level2Color3,Level2Color4,Level2Color5,Level2Extra1,Level2Extra2,Level2Extra3
2,1,1,1,2019-04-01,01/04/2019,DayName,2019-04-08,7601302,7527729.0,0.0,0.0,%_StakeHealth,%_StakeHealth,%_StakeHealth,1,5,0,0,2,%,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
2,1,1,1,2019-04-02,02/04/2019,DayName,2019-04-09,7746787,7017605.0,0.0,0.0,%_StakeHealth,%_StakeHealth,%_StakeHealth,1,5,0,0,2,%,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
2,1,1,1,2019-04-03,03/04/2019,DayName,2019-04-10,7036786,8302710.0,0.0,0.0,%_StakeHealth,%_StakeHealth,%_StakeHealth,1,5,0,0,2,%,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
2,1,1,1,2019-04-04,04/04/2019,DayName,2019-04-11,6902682,7639953.0,0.0,0.0,%_StakeHealth,%_StakeHealth,%_StakeHealth,1,5,0,0,2,%,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
2,1,1,1,2019-04-05,05/04/2019,DayName,2019-04-12,7319619,7734364.0,0.0,0.0,%_StakeHealth,%_StakeHealth,%_StakeHealth,1,5,0,0,2,%,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
2,1,1,1,2019-04-06,06/04/2019,DayName,2019-04-13,6570914,6985484.0,0.0,0.0,%_StakeHealth,%_StakeHealth,%_StakeHealth,1,5,0,0,2,%,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
2,1,1,1,2019-04-07,07/04/2019,DayName,2019-04-14,6971722,7082778.0,0.0,0.0,%_StakeHealth,%_StakeHealth,%_StakeHealth,1,5,0,0,2,%,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
2,1,1,1,2019-04-30,2019 April,MonthName,2019-05-30,50149812,52290623.0,53582515.0,53321128.0,%_StakeHealth,%_StakeHealth,%_StakeHealth,1,5,0,0,2,%,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
2,1,1,1,2019-05-01,01/05/2019,DayName,2019-05-08,7466493,7227474.0,0.0,0.0,%_StakeHealth,%_StakeHealth,%_StakeHealth,1,5,0,0,2,%,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
2,1,1,1,2019-05-02,02/05/2019,DayName,2019-05-09,7236210,8081941.0,0.0,0.0,%_StakeHealth,%_StakeHealth,%_StakeHealth,1,5,0,0,2,%,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
2,1,1,1,2019-05-03,03/05/2019,DayName,2019-05-10,7386882,6614956.0,0.0,0.0,%_StakeHealth,%_StakeHealth,%_StakeHealth,1,5,0,0,2,%,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
2,1,1,1,2019-05-04,04/05/2019,DayName,2019-05-11,7252851,7564397.0,0.0,0.0,%_StakeHealth,%_StakeHealth,%_StakeHealth,1,5,0,0,2,%,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
2,1,1,1,2019-05-05,05/05/2019,DayName,2019-05-12,7231927,7761369.0,0.0,0.0,%_StakeHealth,%_StakeHealth,%_StakeHealth,1,5,0,0,2,%,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
2,1,1,1,2019-05-06,06/05/2019,DayName,2019-05-13,6636217,7828308.0,0.0,0.0,%_StakeHealth,%_StakeHealth,%_StakeHealth,1,5,0,0,2,%,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
2,1,1,1,2019-05-07,07/05/2019,DayName,2019-05-14,6896512,8293131.0,0.0,0.0,%_StakeHealth,%_StakeHealth,%_StakeHealth,1,5,0,0,2,%,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
2,1,1,1,2019-05-31,2019 May,MonthName,2019-06-30,50107092,53371576.0,0.0,0.0,%_StakeHealth,%_StakeHealth,%_StakeHealth,1,5,0,0,2,%,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
2,1,1,1,2019-06-01,01/06/2019,DayName,2019-06-08,7433889,6681845.0,0.0,0.0,%_StakeHealth,%_StakeHealth,%_StakeHealth,1,5,0,0,2,%,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
2,1,1,1,2019-06-02,02/06/2019,DayName,2019-06-09,7299914,7349478.0,0.0,0.0,%_StakeHealth,%_StakeHealth,%_StakeHealth,1,5,0,0,2,%,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
2,1,1,1,2019-06-03,03/06/2019,DayName,2019-06-10,8019550,7610005.0,0.0,0.0,%_StakeHealth,%_StakeHealth,%_StakeHealth,1,5,0,0,2,%,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
2,1,1,1,2019-06-04,04/06/2019,DayName,2019-06-11,7447918,8503870.0,0.0,0.0,%_StakeHealth,%_StakeHealth,%_StakeHealth,1,5,0,0,2,%,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
2,1,1,1,2019-06-05,05/06/2019,DayName,2019-06-12,7288067,8208631.0,0.0,0.0,%_StakeHealth,%_StakeHealth,%_StakeHealth,1,5,0,0,2,%,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
2,1,1,1,2019-06-06,06/06/2019,DayName,2019-06-13,7299984,6872772.0,0.0,0.0,%_StakeHealth,%_StakeHealth,%_StakeHealth,1,5,0,0,2,%,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
2,1,1,1,2019-06-07,07/06/2019,DayName,2019-06-14,7494095,7737135.0,0.0,0.0,%_StakeHealth,%_StakeHealth,%_StakeHealth,1,5,0,0,2,%,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
2,1,1,1,2019-06-30,2019 June,MonthName,2019-07-30,52283417,52963736.0,50107092.0,53371576.0,%_StakeHealth,%_StakeHealth,%_StakeHealth,1,5,0,0,2,%,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
2,1,1,1,2019-06-30,Q2 2019,QuarterName,2019-09-30,152540321,158625935.0,157680726.0,155472016.0,%_StakeHealth,%_StakeHealth,%_StakeHealth,1,5,0,0,2,%,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
2,1,1,1,2019-07-01,01/07/2019,DayName,2019-07-08,7496269,8119134.0,0.0,0.0,%_StakeHealth,%_StakeHealth,%_StakeHealth,1,5,0,0,2,%,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
2,1,1,1,2019-07-02,02/07/2019,DayName,2019-07-09,7316851,7239924.0,0.0,0.0,%_StakeHealth,%_StakeHealth,%_StakeHealth,1,5,0,0,2,%,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
2,1,1,1,2019-07-03,03/07/2019,DayName,2019-07-10,7988627,7526675.0,0.0,0.0,%_StakeHealth,%_StakeHealth,%_StakeHealth,1,5,0,0,2,%,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
2,1,1,1,2019-07-04,04/07/2019,DayName,2019-07-11,7463777,7018584.0,0.0,0.0,%_StakeHealth,%_StakeHealth,%_StakeHealth,1,5,0,0,2,%,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
2,1,1,1,2019-07-05,05/07/2019,DayName,2019-07-12,6992544,6650042.0,0.0,0.0,%_StakeHealth,%_StakeHealth,%_StakeHealth,1,5,0,0,2,%,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
2,1,1,1,2019-07-06,06/07/2019,DayName,2019-07-13,7931894,7123688.0,0.0,0.0,%_StakeHealth,%_StakeHealth,%_StakeHealth,1,5,0,0,2,%,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
2,1,1,1,2019-07-07,07/07/2019,DayName,2019-07-14,7499460,7034028.0,0.0,0.0,%_StakeHealth,%_StakeHealth,%_StakeHealth,1,5,0,0,2,%,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
2,1,1,1,2019-07-31,2019 July,MonthName,2019-08-31,52689422,50712075.0,0.0,0.0,%_StakeHealth,%_StakeHealth,%_StakeHealth,1,5,0,0,2,%,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
2,1,1,1,2019-08-01,01/08/2019,DayName,2019-08-08,6535059,7331549.0,0.0,0.0,%_StakeHealth,%_StakeHealth,%_StakeHealth,1,5,0,0,2,%,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
2,1,1,1,2019-08-02,02/08/2019,DayName,2019-08-09,7438799,8402544.0,0.0,0.0,%_StakeHealth,%_StakeHealth,%_StakeHealth,1,5,0,0,2,%,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
2,1,1,1,2019-08-03,03/08/2019,DayName,2019-08-10,6797576,7003728.0,0.0,0.0,%_StakeHealth,%_StakeHealth,%_StakeHealth,1,5,0,0,2,%,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
2,1,1,1,2019-08-04,04/08/2019,DayName,2019-08-11,6942834,6906654.0,0.0,0.0,%_StakeHealth,%_StakeHealth,%_StakeHealth,1,5,0,0,2,%,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
2,1,1,1,2019-08-05,05/08/2019,DayName,2019-08-12,7574325,6974113.0,0.0,0.0,%_StakeHealth,%_StakeHealth,%_StakeHealth,1,5,0,0,2,%,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
2,1,1,1,2019-08-06,06/08/2019,DayName,2019-08-13,7401832,7494544.0,0.0,0.0,%_StakeHealth,%_StakeHealth,%_StakeHealth,1,5,0,0,2,%,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
2,1,1,1,2019-08-07,07/08/2019,DayName,2019-08-14,8299232,7996573.0,0.0,0.0,%_StakeHealth,%_StakeHealth,%_StakeHealth,1,5,0,0,2,%,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
2,1,1,1,2019-08-31,2019 August,MonthName,2019-09-30,50989657,52109705.0,52689422.0,50712075.0,%_StakeHealth,%_StakeHealth,%_StakeHealth,1,5,0,0,2,%,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
2,1,1,1,2019-09-01,01/09/2019,DayName,2019-09-08,7269219,7938612.0,0.0,0.0,%_StakeHealth,%_StakeHealth,%_StakeHealth,1,5,0,0,2,%,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
2,1,1,1,2019-09-02,02/09/2019,DayName,2019-09-09,7596916,7574117.0,0.0,0.0,%_StakeHealth,%_StakeHealth,%_StakeHealth,1,5,0,0,2,%,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
2,1,1,1,2019-09-03,03/09/2019,DayName,2019-09-10,6999685,7515079.0,0.0,0.0,%_StakeHealth,%_StakeHealth,%_StakeHealth,1,5,0,0,2,%,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
2,1,1,1,2019-09-04,04/09/2019,DayName,2019-09-11,7076598,8225601.0,0.0,0.0,%_StakeHealth,%_StakeHealth,%_StakeHealth,1,5,0,0,2,%,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
2,1,1,1,2019-09-05,05/09/2019,DayName,2019-09-12,7379532,6979993.0,0.0,0.0,%_StakeHealth,%_StakeHealth,%_StakeHealth,1,5,0,0,2,%,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
2,1,1,1,2019-09-06,06/09/2019,DayName,2019-09-13,7348904,7445296.0,0.0,0.0,%_StakeHealth,%_StakeHealth,%_StakeHealth,1,5,0,0,2,%,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
2,1,1,1,2019-09-07,07/09/2019,DayName,2019-09-14,7634800,7216736.0,0.0,0.0,%_StakeHealth,%_StakeHealth,%_StakeHealth,1,5,0,0,2,%,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
2,1,1,1,2019-09-30,2019 September,MonthName,2019-10-30,51305654,52895434.0,50989657.0,52109705.0,%_StakeHealth,%_StakeHealth,%_StakeHealth,1,5,0,0,2,%,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
2,1,1,1,2019-09-30,Q3 2019,QuarterName,2019-12-30,154984733,155717214.0,152540321.0,158625935.0,%_StakeHealth,%_StakeHealth,%_StakeHealth,1,5,0,0,2,%,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
2,1,1,1,2019-10-01,01/10/2019,DayName,2019-10-08,6494181,7248373.0,0.0,0.0,%_StakeHealth,%_StakeHealth,%_StakeHealth,1,5,0,0,2,%,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
2,1,1,1,2019-10-02,02/10/2019,DayName,2019-10-09,7148933,7636880.0,0.0,0.0,%_StakeHealth,%_StakeHealth,%_StakeHealth,1,5,0,0,2,%,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
