d_kpi_id,d_level0_id,d_level1_id,d_level2_id,Period_int,PeriodName,Numerator,Denominator,Grain,Period_int_lp,Numerator_LP,Denominator_LP,KPICode,KPIName,KPIDescription,numerator_id,denominator_id,HigherIs(1=positive),IsCum,Calculation,Notation,d_f_level0_id,LevelName,NameShort,Description,Entitytype,Color,Color2,Color3,Color4,Color5,Extra1,Extra2,Extra3,d_f_level1_id,Level1Name,Level1NameShort,Level1Description,Level1Entitytype,Level1Color,Level1Color2,Level1Color3,Level1Color4,Level1Color5,Level1Extra1,Level1Extra2,Level1Extra3,d_f_level2_id,Level2Name,Level2NameShort,Level2Description,Level2Entitytype,Level2Color,Level2Color2,Level2Color3,Level2Color4,Level2Color5,Level2Extra1,Level2Extra2,Level2Extra3
5,1,1,1,2019-02-01,01/02/2019,7464113.0,7837974,DayName,2019-02-08,,,#_Top5_Staked,#_Top5_Staked,#_Top5_Staked,5,0,1,0,1,#,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
5,1,1,1,2019-02-02,02/02/2019,7468265.0,7373330,DayName,2019-02-09,,,#_Top5_Staked,#_Top5_Staked,#_Top5_Staked,5,0,1,0,1,#,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
5,1,1,1,2019-02-03,03/02/2019,7253525.0,7471999,DayName,2019-02-10,,,#_Top5_Staked,#_Top5_Staked,#_Top5_Staked,5,0,1,0,1,#,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
5,1,1,1,2019-02-04,04/02/2019,6607159.0,7482418,DayName,2019-02-11,,,#_Top5_Staked,#_Top5_Staked,#_Top5_Staked,5,0,1,0,1,#,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
5,1,1,1,2019-02-05,05/02/2019,7848721.0,7692721,DayName,2019-02-12,,,#_Top5_Staked,#_Top5_Staked,#_Top5_Staked,5,0,1,0,1,#,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
5,1,1,1,2019-02-06,06/02/2019,7438934.0,8024446,DayName,2019-02-13,,,#_Top5_Staked,#_Top5_Staked,#_Top5_Staked,5,0,1,0,1,#,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
5,1,1,1,2019-02-07,07/02/2019,7552324.0,7511553,DayName,2019-02-14,,,#_Top5_Staked,#_Top5_Staked,#_Top5_Staked,5,0,1,0,1,#,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
5,1,1,1,2019-03-01,01/03/2019,8408668.0,7317943,DayName,2019-03-08,,,#_Top5_Staked,#_Top5_Staked,#_Top5_Staked,5,0,1,0,1,#,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
5,1,1,1,2019-03-02,02/03/2019,6879136.0,7262146,DayName,2019-03-09,,,#_Top5_Staked,#_Top5_Staked,#_Top5_Staked,5,0,1,0,1,#,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
5,1,1,1,2019-03-03,03/03/2019,7586686.0,7072457,DayName,2019-03-10,,,#_Top5_Staked,#_Top5_Staked,#_Top5_Staked,5,0,1,0,1,#,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
5,1,1,1,2019-03-04,04/03/2019,7487199.0,7080981,DayName,2019-03-11,,,#_Top5_Staked,#_Top5_Staked,#_Top5_Staked,5,0,1,0,1,#,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
5,1,1,1,2019-03-05,05/03/2019,7412893.0,7367242,DayName,2019-03-12,,,#_Top5_Staked,#_Top5_Staked,#_Top5_Staked,5,0,1,0,1,#,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
5,1,1,1,2019-03-06,06/03/2019,7190940.0,6990474,DayName,2019-03-13,,,#_Top5_Staked,#_Top5_Staked,#_Top5_Staked,5,0,1,0,1,#,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
5,1,1,1,2019-03-07,07/03/2019,7044947.0,7633554,DayName,2019-03-14,,,#_Top5_Staked,#_Top5_Staked,#_Top5_Staked,5,0,1,0,1,#,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
5,1,1,1,2019-04-01,01/04/2019,7641644.0,8370849,DayName,2019-04-08,,,#_Top5_Staked,#_Top5_Staked,#_Top5_Staked,5,0,1,0,1,#,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
5,1,1,1,2019-04-02,02/04/2019,7785610.0,7855025,DayName,2019-04-09,,,#_Top5_Staked,#_Top5_Staked,#_Top5_Staked,5,0,1,0,1,#,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
5,1,1,1,2019-04-03,03/04/2019,7316794.0,7227446,DayName,2019-04-10,,,#_Top5_Staked,#_Top5_Staked,#_Top5_Staked,5,0,1,0,1,#,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
5,1,1,1,2019-04-04,04/04/2019,7551649.0,6842881,DayName,2019-04-11,,,#_Top5_Staked,#_Top5_Staked,#_Top5_Staked,5,0,1,0,1,#,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
5,1,1,1,2019-04-05,05/04/2019,7626274.0,7162010,DayName,2019-04-12,,,#_Top5_Staked,#_Top5_Staked,#_Top5_Staked,5,0,1,0,1,#,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
5,1,1,1,2019-04-06,06/04/2019,7857597.0,6940291,DayName,2019-04-13,,,#_Top5_Staked,#_Top5_Staked,#_Top5_Staked,5,0,1,0,1,#,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
5,1,1,1,2019-04-07,07/04/2019,7676519.0,7718498,DayName,2019-04-14,,,#_Top5_Staked,#_Top5_Staked,#_Top5_Staked,5,0,1,0,1,#,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
5,1,1,1,2019-05-01,01/05/2019,7304245.0,8073791,DayName,2019-05-08,,,#_Top5_Staked,#_Top5_Staked,#_Top5_Staked,5,0,1,0,1,#,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
5,1,1,1,2019-05-02,02/05/2019,7344388.0,6919871,DayName,2019-05-09,,,#_Top5_Staked,#_Top5_Staked,#_Top5_Staked,5,0,1,0,1,#,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
5,1,1,1,2019-05-03,03/05/2019,7253316.0,7508528,DayName,2019-05-10,,,#_Top5_Staked,#_Top5_Staked,#_Top5_Staked,5,0,1,0,1,#,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
5,1,1,1,2019-05-04,04/05/2019,7726142.0,7135578,DayName,2019-05-11,,,#_Top5_Staked,#_Top5_Staked,#_Top5_Staked,5,0,1,0,1,#,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
5,1,1,1,2019-05-05,05/05/2019,7867006.0,7863644,DayName,2019-05-12,,,#_Top5_Staked,#_Top5_Staked,#_Top5_Staked,5,0,1,0,1,#,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
5,1,1,1,2019-05-06,06/05/2019,7567829.0,7935693,DayName,2019-05-13,,,#_Top5_Staked,#_Top5_Staked,#_Top5_Staked,5,0,1,0,1,#,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
5,1,1,1,2019-05-07,07/05/2019,7397165.0,7710904,DayName,2019-05-14,,,#_Top5_Staked,#_Top5_Staked,#_Top5_Staked,5,0,1,0,1,#,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
5,1,1,1,2019-06-01,01/06/2019,7718123.0,8028205,DayName,2019-06-08,,,#_Top5_Staked,#_Top5_Staked,#_Top5_Staked,5,0,1,0,1,#,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
5,1,1,1,2019-06-02,02/06/2019,7500941.0,7284203,DayName,2019-06-09,,,#_Top5_Staked,#_Top5_Staked,#_Top5_Staked,5,0,1,0,1,#,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
5,1,1,1,2019-06-03,03/06/2019,6889280.0,8003522,DayName,2019-06-10,,,#_Top5_Staked,#_Top5_Staked,#_Top5_Staked,5,0,1,0,1,#,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
5,1,1,1,2019-06-04,04/06/2019,7116465.0,7180445,DayName,2019-06-11,,,#_Top5_Staked,#_Top5_Staked,#_Top5_Staked,5,0,1,0,1,#,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
5,1,1,1,2019-06-05,05/06/2019,8128475.0,7393293,DayName,2019-06-12,,,#_Top5_Staked,#_Top5_Staked,#_Top5_Staked,5,0,1,0,1,#,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
5,1,1,1,2019-06-06,06/06/2019,7880569.0,6958676,DayName,2019-06-13,,,#_Top5_Staked,#_Top5_Staked,#_Top5_Staked,5,0,1,0,1,#,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
5,1,1,1,2019-06-07,07/06/2019,7548489.0,7540729,DayName,2019-06-14,,,#_Top5_Staked,#_Top5_Staked,#_Top5_Staked,5,0,1,0,1,#,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
5,1,1,1,2019-07-01,01/07/2019,8184328.0,8232783,DayName,2019-07-08,,,#_Top5_Staked,#_Top5_Staked,#_Top5_Staked,5,0,1,0,1,#,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
5,1,1,1,2019-07-02,02/07/2019,7376677.0,7896412,DayName,2019-07-09,,,#_Top5_Staked,#_Top5_Staked,#_Top5_Staked,5,0,1,0,1,#,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
5,1,1,1,2019-07-03,03/07/2019,7223820.0,6664211,DayName,2019-07-10,,,#_Top5_Staked,#_Top5_Staked,#_Top5_Staked,5,0,1,0,1,#,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
5,1,1,1,2019-07-04,04/07/2019,7369483.0,7254646,DayName,2019-07-11,,,#_Top5_Staked,#_Top5_Staked,#_Top5_Staked,5,0,1,0,1,#,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
5,1,1,1,2019-07-05,05/07/2019,8010418.0,7836802,DayName,2019-07-12,,,#_Top5_Staked,#_Top5_Staked,#_Top5_Staked,5,0,1,0,1,#,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
5,1,1,1,2019-07-06,06/07/2019,7884664.0,8086372,DayName,2019-07-13,,,#_Top5_Staked,#_Top5_Staked,#_Top5_Staked,5,0,1,0,1,#,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
5,1,1,1,2019-07-07,07/07/2019,7477401.0,7209228,DayName,2019-07-14,,,#_Top5_Staked,#_Top5_Staked,#_Top5_Staked,5,0,1,0,1,#,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
5,1,1,1,2019-08-01,01/08/2019,7152415.0,6983617,DayName,2019-08-08,,,#_Top5_Staked,#_Top5_Staked,#_Top5_Staked,5,0,1,0,1,#,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
5,1,1,1,2019-08-02,02/08/2019,7329187.0,6866755,DayName,2019-08-09,,,#_Top5_Staked,#_Top5_Staked,#_Top5_Staked,5,0,1,0,1,#,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
5,1,1,1,2019-08-03,03/08/2019,6762190.0,7246558,DayName,2019-08-10,,,#_Top5_Staked,#_Top5_Staked,#_Top5_Staked,5,0,1,0,1,#,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
5,1,1,1,2019-08-04,04/08/2019,7918687.0,6640943,DayName,2019-08-11,,,#_Top5_Staked,#_Top5_Staked,#_Top5_Staked,5,0,1,0,1,#,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
5,1,1,1,2019-08-05,05/08/2019,6791421.0,7131370,DayName,2019-08-12,,,#_Top5_Staked,#_Top5_Staked,#_Top5_Staked,5,0,1,0,1,#,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
5,1,1,1,2019-08-06,06/08/2019,7510591.0,7792716,DayName,2019-08-13,,,#_Top5_Staked,#_Top5_Staked,#_Top5_Staked,5,0,1,0,1,#,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
5,1,1,1,2019-08-07,07/08/2019,6981633.0,7539134,DayName,2019-08-14,,,#_Top5_Staked,#_Top5_Staked,#_Top5_Staked,5,0,1,0,1,#,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
5,1,1,1,2019-09-01,01/09/2019,7568787.0,6938406,DayName,2019-09-08,,,#_Top5_Staked,#_Top5_Staked,#_Top5_Staked,5,0,1,0,1,#,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
5,1,1,1,2019-09-02,02/09/2019,7630014.0,7433575,DayName,2019-09-09,,,#_Top5_Staked,#_Top5_Staked,#_Top5_Staked,5,0,1,0,1,#,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
5,1,1,1,2019-09-03,03/09/2019,7402066.0,7638553,DayName,2019-09-10,,,#_Top5_Staked,#_Top5_Staked,#_Top5_Staked,5,0,1,0,1,#,1,BlockchainSpace,BCS,BlockchainSpace,Entire space,#909399,#909399,#909399,#909399,#909399,,,,1,ICON Blockchain,ICX,ICON Blockchain,Blockchain,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,,1,Ibriz,IBR,Ibriz,PREP,#00ced1,#00ced2,#00ced3,#00ced4,#00ced5,,,
