,d_kpi_id,d_level0_id,d_level1_id,d_level2_id,Period_int,PeriodName,Numerator,Denominator,Grain
365,2,1,1,1,2019-05-02,02/05/2019,8081941.0,7236210,DayName
366,2,1,1,1,2019-05-03,03/05/2019,6614956.0,7386882,DayName
367,2,1,1,1,2019-05-04,04/05/2019,7564397.0,7252851,DayName
368,2,1,1,1,2019-05-05,05/05/2019,7761369.0,7231927,DayName
369,2,1,1,1,2019-05-06,06/05/2019,7828308.0,6636217,DayName
370,2,1,1,1,2019-05-07,07/05/2019,8293131.0,6896512,DayName
371,2,1,1,1,2019-06-01,01/06/2019,6681845.0,7433889,DayName
372,2,1,1,1,2019-06-02,02/06/2019,7349478.0,7299914,DayName
373,2,1,1,1,2019-06-03,03/06/2019,7610005.0,8019550,DayName
374,2,1,1,1,2019-06-04,04/06/2019,8503870.0,7447918,DayName
375,2,1,1,1,2019-06-05,05/06/2019,8208631.0,7288067,DayName
376,2,1,1,1,2019-06-06,06/06/2019,6872772.0,7299984,DayName
377,2,1,1,1,2019-06-07,07/06/2019,7737135.0,7494095,DayName
378,2,1,1,1,2019-07-01,01/07/2019,8119134.0,7496269,DayName
379,2,1,1,1,2019-07-02,02/07/2019,7239924.0,7316851,DayName
380,2,1,1,1,2019-07-03,03/07/2019,7526675.0,7988627,DayName
381,2,1,1,1,2019-07-04,04/07/2019,7018584.0,7463777,DayName
382,2,1,1,1,2019-07-05,05/07/2019,6650042.0,6992544,DayName
383,2,1,1,1,2019-07-06,06/07/2019,7123688.0,7931894,DayName
384,2,1,1,1,2019-07-07,07/07/2019,7034028.0,7499460,DayName
385,2,1,1,1,2019-08-01,01/08/2019,7331549.0,6535059,DayName
386,2,1,1,1,2019-08-02,02/08/2019,8402544.0,7438799,DayName
387,2,1,1,1,2019-08-03,03/08/2019,7003728.0,6797576,DayName
388,2,1,1,1,2019-08-04,04/08/2019,6906654.0,6942834,DayName
389,2,1,1,1,2019-08-05,05/08/2019,6974113.0,7574325,DayName
390,2,1,1,1,2019-08-06,06/08/2019,7494544.0,7401832,DayName
391,2,1,1,1,2019-08-07,07/08/2019,7996573.0,8299232,DayName
392,2,1,1,1,2019-09-01,01/09/2019,7938612.0,7269219,DayName
393,2,1,1,1,2019-09-02,02/09/2019,7574117.0,7596916,DayName
394,2,1,1,1,2019-09-03,03/09/2019,7515079.0,6999685,DayName
395,2,1,1,1,2019-09-04,04/09/2019,8225601.0,7076598,DayName
396,2,1,1,1,2019-09-05,05/09/2019,6979993.0,7379532,DayName
397,2,1,1,1,2019-09-06,06/09/2019,7445296.0,7348904,DayName
398,2,1,1,1,2019-09-07,07/09/2019,7216736.0,7634800,DayName
399,2,1,1,1,2019-10-01,01/10/2019,7248373.0,6494181,DayName
400,2,1,1,1,2019-10-02,02/10/2019,7636880.0,7148933,DayName
401,2,1,1,1,2019-10-03,03/10/2019,7797064.0,6922497,DayName
402,2,1,1,1,2019-10-04,04/10/2019,7486992.0,7990902,DayName
403,2,1,1,1,2019-10-05,05/10/2019,8104613.0,6662837,DayName
404,2,1,1,1,2019-10-06,06/10/2019,7710631.0,6732739,DayName
405,2,1,1,1,2019-10-07,07/10/2019,7648206.0,7856572,DayName
406,2,1,1,1,2019-11-01,01/11/2019,7268974.0,6626221,DayName
407,2,1,1,1,2019-11-02,02/11/2019,6615986.0,6959567,DayName
408,2,1,1,1,2019-11-03,03/11/2019,6525318.0,7431408,DayName
409,2,1,1,1,2019-11-04,04/11/2019,8143574.0,6442707,DayName
410,2,1,1,1,2019-11-05,05/11/2019,6757268.0,7835498,DayName
411,2,1,1,1,2019-11-06,06/11/2019,7064962.0,8086754,DayName
412,2,1,1,1,2019-11-07,07/11/2019,7453359.0,7222710,DayName
413,2,1,1,1,2019-12-01,01/12/2019,8095873.0,8124331,DayName
414,2,1,1,1,2019-12-02,02/12/2019,6821184.0,7261464,DayName
415,2,1,1,1,2019-12-03,03/12/2019,6680552.0,6448175,DayName
416,2,1,1,1,2019-12-04,04/12/2019,7410813.0,6928202,DayName
417,2,1,1,1,2019-12-05,05/12/2019,6891947.0,6998463,DayName
418,2,1,1,1,2019-12-06,06/12/2019,7601321.0,7156972,DayName
419,2,1,1,1,2019-12-07,07/12/2019,7632032.0,6611129,DayName
420,2,1,1,2,2019-01-01,01/01/2019,2811146.0,2349417,DayName
421,2,1,1,2,2019-01-02,02/01/2019,2243061.0,2640605,DayName
422,2,1,1,2,2019-01-03,03/01/2019,2422881.0,2377348,DayName
423,2,1,1,2,2019-01-04,04/01/2019,2387443.0,2562182,DayName
424,2,1,1,2,2019-01-05,05/01/2019,2218329.0,2323761,DayName
425,2,1,1,2,2019-01-06,06/01/2019,2077965.0,2101530,DayName
426,2,1,1,2,2019-01-07,07/01/2019,2180600.0,2404058,DayName
427,2,1,1,2,2019-02-01,01/02/2019,2781709.0,2472948,DayName
428,2,1,1,2,2019-02-02,02/02/2019,2696613.0,2148857,DayName
429,2,1,1,2,2019-02-03,03/02/2019,2512435.0,2123521,DayName
430,2,1,1,2,2019-02-04,04/02/2019,2862386.0,2222625,DayName
431,2,1,1,2,2019-02-05,05/02/2019,2118466.0,2464281,DayName
432,2,1,1,2,2019-02-06,06/02/2019,2538185.0,2783182,DayName
433,2,1,1,2,2019-02-07,07/02/2019,2799574.0,2882054,DayName
434,2,1,1,2,2019-03-01,01/03/2019,2500429.0,2110896,DayName
435,2,1,1,2,2019-03-02,02/03/2019,2079729.0,2138194,DayName
436,2,1,1,2,2019-03-03,03/03/2019,2607958.0,2043468,DayName
437,2,1,1,2,2019-03-04,04/03/2019,2796212.0,2632867,DayName
438,2,1,1,2,2019-03-05,05/03/2019,2166538.0,2933798,DayName
439,2,1,1,2,2019-03-06,06/03/2019,2637202.0,2427190,DayName
440,2,1,1,2,2019-03-07,07/03/2019,2136042.0,2407616,DayName
441,2,1,1,2,2019-04-01,01/04/2019,2048962.0,2175844,DayName
442,2,1,1,2,2019-04-02,02/04/2019,2785453.0,2161085,DayName
443,2,1,1,2,2019-04-03,03/04/2019,2362912.0,2891901,DayName
444,2,1,1,2,2019-04-04,04/04/2019,2268854.0,2373278,DayName
445,2,1,1,2,2019-04-05,05/04/2019,2938584.0,2303553,DayName
446,2,1,1,2,2019-04-06,06/04/2019,2914395.0,2678645,DayName
447,2,1,1,2,2019-04-07,07/04/2019,2413579.0,2417507,DayName
448,2,1,1,2,2019-05-01,01/05/2019,2405550.0,2445126,DayName
449,2,1,1,2,2019-05-02,02/05/2019,2753611.0,2534215,DayName
450,2,1,1,2,2019-05-03,03/05/2019,2717568.0,2096303,DayName
451,2,1,1,2,2019-05-04,04/05/2019,2564261.0,2853308,DayName
452,2,1,1,2,2019-05-05,05/05/2019,2263543.0,2895882,DayName
453,2,1,1,2,2019-05-06,06/05/2019,2139117.0,2724061,DayName
454,2,1,1,2,2019-05-07,07/05/2019,2775845.0,2474449,DayName
455,2,1,1,2,2019-06-01,01/06/2019,2465187.0,2667772,DayName
456,2,1,1,2,2019-06-02,02/06/2019,2336889.0,2584080,DayName
457,2,1,1,2,2019-06-03,03/06/2019,2605250.0,2042878,DayName
458,2,1,1,2,2019-06-04,04/06/2019,2750348.0,2878280,DayName
459,2,1,1,2,2019-06-05,05/06/2019,2692704.0,2808604,DayName
460,2,1,1,2,2019-06-06,06/06/2019,2756087.0,2252223,DayName
461,2,1,1,2,2019-06-07,07/06/2019,2246300.0,2757897,DayName
462,2,1,1,2,2019-07-01,01/07/2019,2053427.0,2478568,DayName
463,2,1,1,2,2019-07-02,02/07/2019,2811673.0,2526967,DayName
464,2,1,1,2,2019-07-03,03/07/2019,2080048.0,2376488,DayName
465,2,1,1,2,2019-07-04,04/07/2019,2385081.0,2412054,DayName
466,2,1,1,2,2019-07-05,05/07/2019,2395462.0,2643845,DayName
467,2,1,1,2,2019-07-06,06/07/2019,2809468.0,2489112,DayName
468,2,1,1,2,2019-07-07,07/07/2019,2198039.0,2586970,DayName
469,2,1,1,2,2019-08-01,01/08/2019,2653419.0,2562790,DayName
470,2,1,1,2,2019-08-02,02/08/2019,2335082.0,2713446,DayName
471,2,1,1,2,2019-08-03,03/08/2019,2084817.0,2452968,DayName
472,2,1,1,2,2019-08-04,04/08/2019,2639681.0,2207487,DayName
473,2,1,1,2,2019-08-05,05/08/2019,2268171.0,2093858,DayName
474,2,1,1,2,2019-08-06,06/08/2019,2339174.0,2747698,DayName
475,2,1,1,2,2019-08-07,07/08/2019,2170742.0,2051756,DayName
476,2,1,1,2,2019-09-01,01/09/2019,2758642.0,2047155,DayName
477,2,1,1,2,2019-09-02,02/09/2019,2711504.0,2204500,DayName
478,2,1,1,2,2019-09-03,03/09/2019,2778334.0,2531496,DayName
479,2,1,1,2,2019-09-04,04/09/2019,2437145.0,2264518,DayName
480,2,1,1,2,2019-09-05,05/09/2019,2101582.0,2075851,DayName
481,2,1,1,2,2019-09-06,06/09/2019,2699212.0,2514810,DayName
482,2,1,1,2,2019-09-07,07/09/2019,2397316.0,2234318,DayName
483,2,1,1,2,2019-10-01,01/10/2019,2461343.0,2279371,DayName
484,2,1,1,2,2019-10-02,02/10/2019,2225391.0,2561455,DayName
485,2,1,1,2,2019-10-03,03/10/2019,2608647.0,2244190,DayName
486,2,1,1,2,2019-10-04,04/10/2019,2222114.0,2564647,DayName
487,2,1,1,2,2019-10-05,05/10/2019,2322405.0,2765219,DayName
488,2,1,1,2,2019-10-06,06/10/2019,2594751.0,2700534,DayName
489,2,1,1,2,2019-10-07,07/10/2019,2399648.0,2446097,DayName
490,2,1,1,2,2019-11-01,01/11/2019,2607953.0,2733582,DayName
491,2,1,1,2,2019-11-02,02/11/2019,2314443.0,2632595,DayName
492,2,1,1,2,2019-11-03,03/11/2019,2352616.0,2739919,DayName
493,2,1,1,2,2019-11-04,04/11/2019,2302890.0,2448564,DayName
494,2,1,1,2,2019-11-05,05/11/2019,2721358.0,2269822,DayName
495,2,1,1,2,2019-11-06,06/11/2019,2615527.0,2534426,DayName
496,2,1,1,2,2019-11-07,07/11/2019,2281680.0,2885638,DayName
497,2,1,1,2,2019-12-01,01/12/2019,2132972.0,2398455,DayName
498,2,1,1,2,2019-12-02,02/12/2019,2543377.0,2596578,DayName
499,2,1,1,2,2019-12-03,03/12/2019,2732931.0,2325107,DayName
500,2,1,1,2,2019-12-04,04/12/2019,2639690.0,2347363,DayName
501,2,1,1,2,2019-12-05,05/12/2019,2925567.0,2732087,DayName
502,2,1,1,2,2019-12-06,06/12/2019,2380985.0,2810647,DayName
503,2,1,1,2,2019-12-07,07/12/2019,2743694.0,2808557,DayName
504,2,1,1,3,2019-01-01,01/01/2019,2227762.0,2858856,DayName
505,2,1,1,3,2019-01-02,02/01/2019,2491846.0,2783837,DayName
506,2,1,1,3,2019-01-03,03/01/2019,2186453.0,2914984,DayName
507,2,1,1,3,2019-01-04,04/01/2019,2560499.0,2809747,DayName
508,2,1,1,3,2019-01-05,05/01/2019,2289312.0,2680017,DayName
509,2,1,1,3,2019-01-06,06/01/2019,2441978.0,2461758,DayName
510,2,1,1,3,2019-01-07,07/01/2019,2745219.0,2689442,DayName
511,2,1,1,3,2019-02-01,01/02/2019,2167559.0,2070891,DayName
512,2,1,1,3,2019-02-02,02/02/2019,2924624.0,2781630,DayName
513,2,1,1,3,2019-02-03,03/02/2019,2581623.0,2280709,DayName
514,2,1,1,3,2019-02-04,04/02/2019,2549496.0,2808284,DayName
515,2,1,1,3,2019-02-05,05/02/2019,2155874.0,2252532,DayName
516,2,1,1,3,2019-02-06,06/02/2019,2425176.0,2352880,DayName
517,2,1,1,3,2019-02-07,07/02/2019,2913667.0,2375440,DayName
518,2,1,1,3,2019-03-01,01/03/2019,2792598.0,2699691,DayName
519,2,1,1,3,2019-03-02,02/03/2019,2513847.0,2861043,DayName
520,2,1,1,3,2019-03-03,03/03/2019,2892282.0,2892050,DayName
521,2,1,1,3,2019-03-04,04/03/2019,2079812.0,2409306,DayName
522,2,1,1,3,2019-03-05,05/03/2019,2563255.0,2846326,DayName
523,2,1,1,3,2019-03-06,06/03/2019,2088751.0,2267905,DayName
524,2,1,1,3,2019-03-07,07/03/2019,2842269.0,2326426,DayName
525,2,1,1,3,2019-04-01,01/04/2019,2275872.0,2489649,DayName
526,2,1,1,3,2019-04-02,02/04/2019,2356524.0,2563270,DayName
527,2,1,1,3,2019-04-03,03/04/2019,2063917.0,2651011,DayName
528,2,1,1,3,2019-04-04,04/04/2019,2445403.0,2294678,DayName
529,2,1,1,3,2019-04-05,05/04/2019,2638297.0,2474091,DayName
530,2,1,1,3,2019-04-06,06/04/2019,2148772.0,2471622,DayName
531,2,1,1,3,2019-04-07,07/04/2019,2220908.0,2653429,DayName
532,2,1,1,3,2019-05-01,01/05/2019,2663796.0,2431070,DayName
533,2,1,1,3,2019-05-02,02/05/2019,2564609.0,2508284,DayName
534,2,1,1,3,2019-05-03,03/05/2019,2528700.0,2540532,DayName
535,2,1,1,3,2019-05-04,04/05/2019,2407427.0,2338538,DayName
536,2,1,1,3,2019-05-05,05/05/2019,2700823.0,2221594,DayName
537,2,1,1,3,2019-05-06,06/05/2019,2854839.0,2186419,DayName
538,2,1,1,3,2019-05-07,07/05/2019,2354624.0,2333360,DayName
539,2,1,1,3,2019-06-01,01/06/2019,2266131.0,2792739,DayName
540,2,1,1,3,2019-06-02,02/06/2019,2934778.0,2055320,DayName
541,2,1,1,3,2019-06-03,03/06/2019,2685420.0,2849733,DayName
542,2,1,1,3,2019-06-04,04/06/2019,2599411.0,2260630,DayName
543,2,1,1,3,2019-06-05,05/06/2019,2103887.0,2200203,DayName
544,2,1,1,3,2019-06-06,06/06/2019,2542557.0,2475091,DayName
545,2,1,1,3,2019-06-07,07/06/2019,2580847.0,2681691,DayName
546,2,1,1,3,2019-07-01,01/07/2019,2238904.0,2873607,DayName
547,2,1,1,3,2019-07-02,02/07/2019,2488089.0,2852647,DayName
548,2,1,1,3,2019-07-03,03/07/2019,2320844.0,2302095,DayName
549,2,1,1,3,2019-07-04,04/07/2019,2374125.0,2491531,DayName
550,2,1,1,3,2019-07-05,05/07/2019,2297831.0,2592644,DayName
551,2,1,1,3,2019-07-06,06/07/2019,2459386.0,2153076,DayName
552,2,1,1,3,2019-07-07,07/07/2019,2251611.0,2667817,DayName
553,2,1,1,3,2019-08-01,01/08/2019,2063281.0,2316917,DayName
554,2,1,1,3,2019-08-02,02/08/2019,2743470.0,2739067,DayName
555,2,1,1,3,2019-08-03,03/08/2019,2101762.0,2121394,DayName
556,2,1,1,3,2019-08-04,04/08/2019,2574395.0,2306942,DayName
557,2,1,1,3,2019-08-05,05/08/2019,2696711.0,2937268,DayName
558,2,1,1,3,2019-08-06,06/08/2019,2790217.0,2844404,DayName
559,2,1,1,3,2019-08-07,07/08/2019,2791797.0,2504725,DayName
560,2,1,1,3,2019-09-01,01/09/2019,2727268.0,2219216,DayName
561,2,1,1,3,2019-09-02,02/09/2019,2798836.0,2664211,DayName
562,2,1,1,3,2019-09-03,03/09/2019,2919149.0,2286289,DayName
563,2,1,1,3,2019-09-04,04/09/2019,2397779.0,2673204,DayName
564,2,1,1,3,2019-09-05,05/09/2019,2534321.0,2169120,DayName
565,2,1,1,3,2019-09-06,06/09/2019,2870671.0,2131298,DayName
566,2,1,1,3,2019-09-07,07/09/2019,2879324.0,2514141,DayName
567,2,1,1,3,2019-10-01,01/10/2019,2202066.0,2539358,DayName
568,2,1,1,3,2019-10-02,02/10/2019,2242544.0,2204616,DayName
569,2,1,1,3,2019-10-03,03/10/2019,2511367.0,2252238,DayName
570,2,1,1,3,2019-10-04,04/10/2019,2690264.0,2205975,DayName
571,2,1,1,3,2019-10-05,05/10/2019,2596460.0,2562530,DayName
572,2,1,1,3,2019-10-06,06/10/2019,2797816.0,2521632,DayName
573,2,1,1,3,2019-10-07,07/10/2019,2456107.0,2787373,DayName
574,2,1,1,3,2019-11-01,01/11/2019,2104296.0,2524858,DayName
575,2,1,1,3,2019-11-02,02/11/2019,2227025.0,2334540,DayName
576,2,1,1,3,2019-11-03,03/11/2019,2830367.0,2668976,DayName
577,2,1,1,3,2019-11-04,04/11/2019,2738059.0,2056381,DayName
578,2,1,1,3,2019-11-05,05/11/2019,2895630.0,2778187,DayName
579,2,1,1,3,2019-11-06,06/11/2019,2771597.0,2109531,DayName
580,2,1,1,3,2019-11-07,07/11/2019,2734139.0,2909863,DayName
581,2,1,1,3,2019-12-01,01/12/2019,2530425.0,2672456,DayName
582,2,1,1,3,2019-12-02,02/12/2019,2669530.0,2930037,DayName
583,2,1,1,3,2019-12-03,03/12/2019,2316866.0,2676935,DayName
584,2,1,1,3,2019-12-04,04/12/2019,2698842.0,2633349,DayName
585,2,1,1,3,2019-12-05,05/12/2019,2812151.0,2068465,DayName
586,2,1,1,3,2019-12-06,06/12/2019,2078094.0,2286936,DayName
587,2,1,1,3,2019-12-07,07/12/2019,2866094.0,2672521,DayName
588,3,1,1,1,2019-01-01,01/01/2019,8276726.0,7320101,DayName
589,3,1,1,1,2019-01-02,02/01/2019,7796733.0,7583944,DayName
590,3,1,1,1,2019-01-03,03/01/2019,7919584.0,8062467,DayName
591,3,1,1,1,2019-01-04,04/01/2019,7876487.0,7583956,DayName
592,3,1,1,1,2019-01-05,05/01/2019,7877198.0,7741845,DayName
593,3,1,1,1,2019-01-06,06/01/2019,7615658.0,7793561,DayName
594,3,1,1,1,2019-01-07,07/01/2019,6902185.0,7718152,DayName
595,3,1,1,1,2019-02-01,01/02/2019,7782330.0,6790943,DayName
596,3,1,1,1,2019-02-02,02/02/2019,8143661.0,7045169,DayName
597,3,1,1,1,2019-02-03,03/02/2019,7095676.0,7206490,DayName
598,3,1,1,1,2019-02-04,04/02/2019,7016664.0,7119799,DayName
599,3,1,1,1,2019-02-05,05/02/2019,7965796.0,7487334,DayName
600,3,1,1,1,2019-02-06,06/02/2019,7650212.0,7535774,DayName
601,3,1,1,1,2019-02-07,07/02/2019,7917066.0,6516700,DayName
602,3,1,1,1,2019-03-01,01/03/2019,8006485.0,7416598,DayName
603,3,1,1,1,2019-03-02,02/03/2019,7816308.0,7546282,DayName
604,3,1,1,1,2019-03-03,03/03/2019,7352972.0,8321936,DayName
605,3,1,1,1,2019-03-04,04/03/2019,7020061.0,7659065,DayName
606,3,1,1,1,2019-03-05,05/03/2019,7913189.0,6965758,DayName
607,3,1,1,1,2019-03-06,06/03/2019,7708239.0,7016242,DayName
608,3,1,1,1,2019-03-07,07/03/2019,7173959.0,7511216,DayName
609,3,1,1,1,2019-04-01,01/04/2019,7355215.0,7463721,DayName
610,3,1,1,1,2019-04-02,02/04/2019,8138460.0,7569634,DayName
611,3,1,1,1,2019-04-03,03/04/2019,7913327.0,8064897,DayName
612,3,1,1,1,2019-04-04,04/04/2019,7692940.0,8456793,DayName
613,3,1,1,1,2019-04-05,05/04/2019,7838507.0,7052958,DayName
614,3,1,1,1,2019-04-06,06/04/2019,6947278.0,7560063,DayName
615,3,1,1,1,2019-04-07,07/04/2019,8060687.0,7787338,DayName
616,3,1,1,1,2019-05-01,01/05/2019,7833376.0,7575324,DayName
617,3,1,1,1,2019-05-02,02/05/2019,7210838.0,7847232,DayName
618,3,1,1,1,2019-05-03,03/05/2019,7148329.0,7081628,DayName
619,3,1,1,1,2019-05-04,04/05/2019,7573225.0,7247726,DayName
620,3,1,1,1,2019-05-05,05/05/2019,7168809.0,7209372,DayName
621,3,1,1,1,2019-05-06,06/05/2019,7491046.0,7463293,DayName
622,3,1,1,1,2019-05-07,07/05/2019,8328645.0,6990200,DayName
623,3,1,1,1,2019-06-01,01/06/2019,7808928.0,7101238,DayName
624,3,1,1,1,2019-06-02,02/06/2019,7164325.0,7388306,DayName
625,3,1,1,1,2019-06-03,03/06/2019,6958019.0,7005870,DayName
626,3,1,1,1,2019-06-04,04/06/2019,7303112.0,7358215,DayName
627,3,1,1,1,2019-06-05,05/06/2019,6787169.0,7651721,DayName
628,3,1,1,1,2019-06-06,06/06/2019,7328112.0,7732176,DayName
629,3,1,1,1,2019-06-07,07/06/2019,7782446.0,7766140,DayName
630,3,1,1,1,2019-07-01,01/07/2019,7128204.0,7129842,DayName
631,3,1,1,1,2019-07-02,02/07/2019,7681958.0,7631625,DayName
632,3,1,1,1,2019-07-03,03/07/2019,7298243.0,6418222,DayName
633,3,1,1,1,2019-07-04,04/07/2019,7991240.0,7369045,DayName
634,3,1,1,1,2019-07-05,05/07/2019,7498428.0,7586977,DayName
635,3,1,1,1,2019-07-06,06/07/2019,7663815.0,7599140,DayName
636,3,1,1,1,2019-07-07,07/07/2019,7701018.0,7850586,DayName
637,3,1,1,1,2019-08-01,01/08/2019,7432215.0,7189877,DayName
638,3,1,1,1,2019-08-02,02/08/2019,8013723.0,6931904,DayName
639,3,1,1,1,2019-08-03,03/08/2019,8199951.0,7460178,DayName
640,3,1,1,1,2019-08-04,04/08/2019,6835756.0,7516960,DayName
641,3,1,1,1,2019-08-05,05/08/2019,7551547.0,7484922,DayName
642,3,1,1,1,2019-08-06,06/08/2019,7503519.0,7473897,DayName
643,3,1,1,1,2019-08-07,07/08/2019,8074521.0,7099031,DayName
644,3,1,1,1,2019-09-01,01/09/2019,7524122.0,7761060,DayName
645,3,1,1,1,2019-09-02,02/09/2019,6956696.0,7690714,DayName
646,3,1,1,1,2019-09-03,03/09/2019,7174703.0,7627366,DayName
647,3,1,1,1,2019-09-04,04/09/2019,8269211.0,7677237,DayName
648,3,1,1,1,2019-09-05,05/09/2019,7198680.0,7462442,DayName
649,3,1,1,1,2019-09-06,06/09/2019,6825202.0,7351593,DayName
650,3,1,1,1,2019-09-07,07/09/2019,7732273.0,7209427,DayName
651,3,1,1,1,2019-10-01,01/10/2019,7655775.0,7214098,DayName
652,3,1,1,1,2019-10-02,02/10/2019,7660486.0,7574558,DayName
653,3,1,1,1,2019-10-03,03/10/2019,7450371.0,7128116,DayName
654,3,1,1,1,2019-10-04,04/10/2019,7767499.0,7112950,DayName
655,3,1,1,1,2019-10-05,05/10/2019,7016863.0,7833803,DayName
656,3,1,1,1,2019-10-06,06/10/2019,7831509.0,7604409,DayName
657,3,1,1,1,2019-10-07,07/10/2019,7123855.0,7457032,DayName
658,3,1,1,1,2019-11-01,01/11/2019,7761428.0,7903786,DayName
659,3,1,1,1,2019-11-02,02/11/2019,7445003.0,6725555,DayName
660,3,1,1,1,2019-11-03,03/11/2019,7874167.0,7107951,DayName
661,3,1,1,1,2019-11-04,04/11/2019,7321902.0,7687258,DayName
662,3,1,1,1,2019-11-05,05/11/2019,7170648.0,7734062,DayName
663,3,1,1,1,2019-11-06,06/11/2019,8217949.0,7287362,DayName
664,3,1,1,1,2019-11-07,07/11/2019,8146587.0,6906957,DayName
665,3,1,1,1,2019-12-01,01/12/2019,6980587.0,7794465,DayName
666,3,1,1,1,2019-12-02,02/12/2019,6760983.0,8104996,DayName
667,3,1,1,1,2019-12-03,03/12/2019,7276632.0,7214054,DayName
668,3,1,1,1,2019-12-04,04/12/2019,8090221.0,7351473,DayName
669,3,1,1,1,2019-12-05,05/12/2019,8038770.0,7859535,DayName
670,3,1,1,1,2019-12-06,06/12/2019,7753499.0,7585169,DayName
671,3,1,1,1,2019-12-07,07/12/2019,7510108.0,7355199,DayName
672,3,1,1,2,2019-01-01,01/01/2019,2427662.0,2104998,DayName
673,3,1,1,2,2019-01-02,02/01/2019,2750074.0,2124549,DayName
674,3,1,1,2,2019-01-03,03/01/2019,2497361.0,2383700,DayName
675,3,1,1,2,2019-01-04,04/01/2019,2188801.0,2673079,DayName
676,3,1,1,2,2019-01-05,05/01/2019,2715649.0,2778339,DayName
677,3,1,1,2,2019-01-06,06/01/2019,2294256.0,2915108,DayName
678,3,1,1,2,2019-01-07,07/01/2019,2696447.0,2815230,DayName
679,3,1,1,2,2019-02-01,01/02/2019,2638118.0,2658126,DayName
680,3,1,1,2,2019-02-02,02/02/2019,2662391.0,2893575,DayName
681,3,1,1,2,2019-02-03,03/02/2019,2815222.0,2213768,DayName
682,3,1,1,2,2019-02-04,04/02/2019,2815623.0,2184681,DayName
683,3,1,1,2,2019-02-05,05/02/2019,2461520.0,2538945,DayName
684,3,1,1,2,2019-02-06,06/02/2019,2872070.0,2802623,DayName
685,3,1,1,2,2019-02-07,07/02/2019,2450040.0,2899188,DayName
686,3,1,1,2,2019-03-01,01/03/2019,2335263.0,2380349,DayName
687,3,1,1,2,2019-03-02,02/03/2019,2582871.0,2456852,DayName
688,3,1,1,2,2019-03-03,03/03/2019,2480096.0,2677603,DayName
689,3,1,1,2,2019-03-04,04/03/2019,2766146.0,2779068,DayName
690,3,1,1,2,2019-03-05,05/03/2019,2231856.0,2720804,DayName
691,3,1,1,2,2019-03-06,06/03/2019,2879352.0,2208575,DayName
692,3,1,1,2,2019-03-07,07/03/2019,2147917.0,2829620,DayName
693,3,1,1,2,2019-04-01,01/04/2019,2321063.0,2156783,DayName
694,3,1,1,2,2019-04-02,02/04/2019,2784614.0,2298176,DayName
695,3,1,1,2,2019-04-03,03/04/2019,2786327.0,2636908,DayName
696,3,1,1,2,2019-04-04,04/04/2019,2516510.0,2415255,DayName
697,3,1,1,2,2019-04-05,05/04/2019,2728820.0,2077768,DayName
698,3,1,1,2,2019-04-06,06/04/2019,2714521.0,2102997,DayName
699,3,1,1,2,2019-04-07,07/04/2019,2294401.0,2270448,DayName
700,3,1,1,2,2019-05-01,01/05/2019,2640976.0,2468066,DayName
701,3,1,1,2,2019-05-02,02/05/2019,2707971.0,2211069,DayName
702,3,1,1,2,2019-05-03,03/05/2019,2876644.0,2119924,DayName
703,3,1,1,2,2019-05-04,04/05/2019,2607440.0,2916574,DayName
704,3,1,1,2,2019-05-05,05/05/2019,2302507.0,2370261,DayName
705,3,1,1,2,2019-05-06,06/05/2019,2280960.0,2515904,DayName
706,3,1,1,2,2019-05-07,07/05/2019,2576330.0,2459521,DayName
707,3,1,1,2,2019-06-01,01/06/2019,2764087.0,2298067,DayName
708,3,1,1,2,2019-06-02,02/06/2019,2262149.0,2557065,DayName
709,3,1,1,2,2019-06-03,03/06/2019,2511302.0,2456336,DayName
710,3,1,1,2,2019-06-04,04/06/2019,2553903.0,2920081,DayName
711,3,1,1,2,2019-06-05,05/06/2019,2180278.0,2555673,DayName
712,3,1,1,2,2019-06-06,06/06/2019,2521295.0,2778904,DayName
713,3,1,1,2,2019-06-07,07/06/2019,2045732.0,2112017,DayName
714,3,1,1,2,2019-07-01,01/07/2019,2268738.0,2312565,DayName
715,3,1,1,2,2019-07-02,02/07/2019,2366085.0,2283049,DayName
716,3,1,1,2,2019-07-03,03/07/2019,2872161.0,2879719,DayName
717,3,1,1,2,2019-07-04,04/07/2019,2127119.0,2092065,DayName
718,3,1,1,2,2019-07-05,05/07/2019,2175669.0,2192075,DayName
719,3,1,1,2,2019-07-06,06/07/2019,2652346.0,2310825,DayName
720,3,1,1,2,2019-07-07,07/07/2019,2332090.0,2840203,DayName
721,3,1,1,2,2019-08-01,01/08/2019,2121396.0,2114752,DayName
722,3,1,1,2,2019-08-02,02/08/2019,2530896.0,2932052,DayName
723,3,1,1,2,2019-08-03,03/08/2019,2080210.0,2606135,DayName
724,3,1,1,2,2019-08-04,04/08/2019,2768435.0,2662767,DayName
725,3,1,1,2,2019-08-05,05/08/2019,2058439.0,2081448,DayName
726,3,1,1,2,2019-08-06,06/08/2019,2286216.0,2938573,DayName
727,3,1,1,2,2019-08-07,07/08/2019,2088339.0,2793771,DayName
728,3,1,1,2,2019-09-01,01/09/2019,2397697.0,2605979,DayName
729,3,1,1,2,2019-09-02,02/09/2019,2738851.0,2794377,DayName
730,3,1,1,2,2019-09-03,03/09/2019,2466408.0,2611628,DayName
